id,sire,dam
61I,V79,18A
49J,D11,V37
74I,G62,11C
49I,L43,14C
15I,77A,22B
76I,Z90,L19
11L,X61,J99
65K,X61,S73
81K,K14,O33
85J,51A,O44
50K,Z71,35B
91K,X58,33C
88J,T29,82A
52J,V79,Z78
68K,85A,O30
21L,Z01,L48
92J,Z01,J85
59K,91B,32A
74J,Z01,73C
81J,V79,X97
82J,77A,X46
63K,X61,X37
23K,X57,V99
45K,Z71,S55
05K,77A,N13
55K,X61,X91
71K,V92,40A
76K,Z71,H45
00K,90A,T98
42K,43A,70B
08K,51A,57A
18L,C99,84C
09K,S18,86C
03L,Z01,18A
83J,Z01,Z97
51J,T29,64A
74K,O15,42A
54K,Z71,S54
12L,Z01,O69
82K,K14,10C
28K,R70,X20
56K,X48,46B
30K,G09,04E
66J,L32,01B
70J,77A,O55
18K,L32,29B
22K,51A,D69
70K,X58,91A
99K,85A,80C
10K,Z71,J01
35K,51A,F72
89K,V45,54B
69K,Z71,Z86
02L,E05,V91
01K,S81,845
99J,S81,20C
00L,08A,S37
69J,V95,29B
86K,Z01,74C
80K,V29,47A
10L,51A,00B
63J,56C,R79
94K,X58,17D
80J,K32,X44
06K,I06,R65
67L,Z01,J89
88L,X98,Z72
89N,V45,06A
94N,20D,Z92
12O,85A,I56
17O,Z90,X83
46N,85A,T83
52L,85A,Z75
04O,51A,Z08
10N,Z01,37D
29L,17B,V72
74L,Z71,T94
92N,X98,X55
96L,85A,G80
76L,L83,68C
55N,56C,34B
69L,T16,93A
47N,Z71,Z53
06N,77A,I50
30N,51A,79C
70L,90B,11C
75N,Z71,J69
78L,X94,13C
99L,51A,48B
28N,R70,X97
54L,X61,13D
32N,32C,82C
57L,J21,37B
68N,85A,J74
83L,Z71,X91
01O,51A,J85
08O,T82,V24
50L,V83,40A
05N,90A,57A
52N,S60,76D
29N,54A,54D
36N,T29,82A
28O,32C,98C
71L,90A,S59
79L,43A,47A
29O,O81,10C
60N,X61,31D
50N,X27,34D
59N,E54,55F
60L,Z06,01B
46L,77A,Z97
65N,79B,51D
74N,Z90,32A
99N,77A,R75
44L,D71,X87
30L,Z00,L66
31L,X57,L49
22O,Z00,13A
58L,51A,R64
25L,Z00,13B
34L,Z01,78C
62N,18B,69F
38L,77A,G43
33L,V79,O43
10O,X57,J41
84N,T57,42A
07N,51A,61A
17N,Z88,R79
86L,O81,91A
27N,33A,77D
35L,Z19,N13
72L,X77,F72
41N,86A,36D
20N,R70,X20
61N,X61,D97
40N,V92,30D
87L,T57,S37
42N,O19,87F
82N,23A,V91
63N,X61,L29
56N,Z90,Z86
01N,51A,V65
26O,Z06,X44
20O,X77,O44
32L,V79,29B
81N,Z90,94B
43O,J21,80C
70P,43A,44B
79O,28B,Z99
12P,Z90,46F
41P,61D,K79
51P,R70,X97
51O,49A,93A
77O,Z71,O33
28P,39C,78A
55P,50C,14C
44P,Z90,07F
22P,V83,53E
40O,51A,73B
61P,90A,92D
08P,02C,R78
11P,90B,40A
25P,X57,65A
36O,90A,V80
49P,O23,67G
92O,X94,68C
67O,T16,33C
84O,32C,09F
64P,85B,39B
56O,T88,37D
03P,85A,Z08
63P,Z90,64D
76O,Z01,96A
91O,77A,V60
31P,51A,64A
64O,61D,50F
17P,39C,01B
40P,30C,J41
94O,V45,13B
73P,G62,89A
16P,Z01,76D
21P,T16,31A
42O,H87,V37
58O,V29,37B
13P,V95,18A
33P,Z00,L49
34P,51A,79C
66P,61B,95B
35O,R70,X20
14P,39C,X46
47P,51A,Z78
59P,12E,87D
80O,Z71,03H
50O,T82,82C
55O,90B,11C
39P,77A,30F
68O,77A,N16
75O,T57,S37
95O,39C,N05
27P,J88,42A
47O,14D,Z75
58P,I85,13H
34R,Z71,G68
05S,80B,30D
12R,90B,13D
41R,Z71,X28
06R,T82,69F
47R,56F,55F
66R,E54,34B
67R,33A,O33
91P,V95,X44
16S,X61,13A
00S,17A,36D
13R,61D,36B
24R,L34,29I
32R,33A,87F
55R,X61,55A
81P,85B,54D
90P,Z19,28G
75P,N60,X97
37R,33A,10C
40S,39C,R65
63R,X61,37D
14R,25B,80C
22S,28E,76D
78R,V45,67G
27R,V79,S96
38S,43A,O52
38R,Z71,K84
59R,G62,21G
33R,Z71,02A
83P,02C,01B
04S,Z01,68C
26R,Z71,77G
33S,61B,X33
57R,O34,V72
77P,51A,V58
70R,Z01,91A
13S,O23,K00
18S,J21,33C
30R,65F,V37
56R,43A,V80
09R,66D,33H
31S,79B,03H
84R,14D,39A
17R,Z71,96A
16R,X98,06A
27S,51A,L29
25R,51A,V44
48R,56F,50F
65R,K85,43F
95R,28B,T84
07R,43A,65A
50R,14D,T86
99P,40C,74E
46R,14D,V99
11S,V45,79C
08R,14D,31D
94P,43A,S16
82R,61D,82C
26S,85B,N12
37S,D71,X87
88R,X61,21H
72R,Z71,N40
34S,X52,46F
82P,X81,82A
86P,39C,Z14
97R,Z01,Z99
81R,56F,J01
75R,X48,43I
20R,Z71,15C
58R,42F,02G
45R,V83,S37
74P,85B,21C
11R,61B,95B
83R,65F,62H
78P,T53,03J
21R,Z71,K28
64R,70C,53E
00R,12E,13B
84P,V45,R59
17S,X98,51D
39S,Z90,20C
30S,T54,14E
77T,07D,13H
57S,51A,48B
31T,78B,20F
21T,Z01,30F
47S,12E,78I
50S,10D,Z08
76T,85B,Z15
52T,Z71,74H
48T,85B,64D
58S,10D,H71
65T,28B,46B
47T,61G,J41
04T,80B,96G
93S,T82,55A
40T,80B,K81
42S,33A,37D
99S,23E,33C
65S,85B,X17
83T,Z01,42A
46S,51A,79I
60T,25I,10C
94S,T53,66I
96S,O15,59F
27T,60E,O52
75S,66F,71J
88S,Z01,T83
67S,02F,X44
09T,J88,87F
66S,61G,39B
46T,39C,T03
73S,29F,29B
81S,44E,86C
17T,S47,76D
41T,Z71,H02
55T,12E,X83
58T,28B,O35
34T,X48,74B
71T,X61,19A
45T,51A,15E
53T,23E,47K
03T,23E,O33
37T,28E,38E
61T,V83,S37
70S,61G,00J
71S,65F,V37
26T,60E,V58
54T,70D,Z51
14T,X61,L84
38T,49A,06A
48S,39C,30J
44S,39C,L49
59T,12E,77G
69T,60E,61J
84S,07D,90D
98S,80B,61K
00T,25I,30D
53S,65F,82A
72S,Z10,67G
45S,39C,T98
61S,51A,L66
11T,49A,X20
97S,80B,03H
68S,61G,X97
69S,60E,S16
30T,60E,62H
50T,80B,07L
79T,65F,21K
55S,60E,21C
02T,Z71,N40
91S,25I,15C
74S,86D,78A
07T,O15,77D
56S,10D,R59
54S,85B,K00
59S,60E,01B
28T,86D,57H
62T,V83,Z99
08Z,Z71,K84
30Z,85B,V65
04V,07D,46F
25V,90H,21G
52V,25B,53E
23V,42F,02G
26Z,60E,79C
45V,18I,32A
51V,45A,37D
21V,29H,V78
82V,57D,82H
75V,25I,96G
81V,61D,06A
85T,51A,98J
31Z,61G,30O
63V,60E,89C
95T,51A,78I
19V,57F,X17
31V,O15,30D
66V,60E,20F
07V,10D,56A
93V,61D,36D
09Z,G07,46K
91T,X58,02K
11V,86D,87K
69V,85B,V36
92V,61B,30F
11Z,Z71,74H
46V,30G,L84
49V,29H,65A
67V,07D,82A
80V,50B,89L
93T,51A,L66
97V,69I,V44
72V,60D,42A
87T,85E,20C
20Z,07D,43F
60V,80B,77D
06Z,43H,75J
21Z,10D,V37
03V,07D,71J
64V,65F,29B
88T,84G,81E
05Z,30G,21H
97T,84G,T03
19Z,57F,50I
28V,61D,L19
40Z,39C,14E
88V,25I,02A
91V,13I,67C
95V,25I,H45
28Z,O23,24B
33Z,29F,Z15
90V,69I,35J
00V,51A,30J
96T,85E,15E
29Z,86F,99I
94T,R70,25N
25Z,Z71,H02
43V,40C,X20
01V,51A,J41
65V,60E,S16
35Z,60E,Z08
54V,O15,77G
18V,07D,R59
68V,10D,N12
85V,X48,49K
24Z,57D,75L
61V,Z10,67G
74V,61B,74B
36Z,79H,00J
98T,30C,R65
13Z,07D,01B
27V,77I,28A
99V,25I,X83
13V,60E,21C
35V,25I,N40
53V,40C,V72
92T,10D,14I
14V,07D,X44
70V,07D,14L
5A3,65F,43I
2A7,79H,40L
9A4,85B,35N
1A7,07D,55H
3A5,57F,33C
55Z,86F,21K
6A0,65F,X97
0B2,77I,Z99
62Z,94H,19A
4A6,O15,76D
68Z,T82,55J
0A3,86D,48B
86Z,30G,58H
I0559F,J21,59F
0A8,10D,71J
4A0,80B,K84
7A6,25I,K28
0A5,54F,54D
0B5,69I,93I
7A0,85B,X87
0A4,07D,62H
5A7,10D,56A
1A0,57F,20F
2A1,07D,O52
48Z,20J,13B
9A7,13I,03H
3A0,10D,43F
6A7,77I,36D
71Z,29F,53E
73Z,07D,30O
51Z,61B,97J
53Z,51A,30J
6A4,18I,91A
97Z,80B,28I
99Z,25I,68C
63Z,86D,76J
3A6,48G,07L
7A1,07D,F25
72Z,09L,02G
8A7,31I,46K
5A4,57F,82A
6A5,18I,77D
90Z,79H,42L
54Z,07D,79C
3A7,Z71,O33
3A1,70D,K81
64Z,43H,66I
66Z,S81,L84
1B3,90B,14E
74Z,30C,R75
92Z,14A,67G
75Z,S81,Z51
50Z,84G,81E
9A2,96B,X20
85Z,07D,82H
43Z,54F,79I
5A1,L34,I56
98Z,25I,74B
49Z,85E,15E
8A0,L01,37P
58Z,86D,89C
1A3,86D,34N
4A5,25I,02A
4A2,69I,V44
0B8,48G,28A
3A8,V92,77G
0B6,64K,V05
95Z,44H,V60
0B3,77I,X60
0B4,13I,67C
3A2,94H,34B
57Z,57F,68J
67Z,30G,21H
82Z,77I,H64
89Z,65F,87K
0A7,86D,J92
5A6,57F,Z14
6A1,25I,H45
1A2,07D,50I
6A9,O15,29I
83Z,X81,58N
59Z,V45,R65
9A3,07D,H74
46Z,20J,J41
0A9,08N,29B
4A9,96B,42A
44Z,51A,L66
2A4,79H,01P
9A1,Z71,X83
I0569O,28B,69O
0B0,08N,Z08
69Z,09L,65A
8A4,29F,T83
2C7,V45,V72
4B5,69I,76D
6C8,80B,54N
6C2,84J,75J
4C2,15N,00J
2C2,85B,24B
9B1,37N,90D
6B1,V45,13A
6B4,43H,73C
6C3,64K,V36
7C3,08N,V37
6B7,48L,75L
7C2,37N,55H
1C5,79H,21G
4C4,84G,25N
8B0,08N,48B
0C7,10D,28J
1C2,20J,56A
1C9,09L,O55
2C9,80B,38E
3B5,60H,59F
4B4,13I,K84
7B3,12E,81E
8B3,64K,39B
9B4,30G,55J
9B7,79H,21N
0C5,20J,46F
2B4,85E,36D
3C3,65F,43I
5B3,43H,S70
5C2,X48,74B
0C0,64K,Z15
7B9,15N,99I
0C4,81O,20F
3C4,08N,62H
5B8,27J,66I
9B8,S81,02G
3B7,84E,Z99
5C4,50B,38P
2C4,57F,53E
5C0,08N,43F
6B0,25I,37P
7C4,17L,13B
9B5,94H,45F
1B7,18I,06J
2B6,13I,29I
1B9,80B,77G
5C1,13I,87F
4B8,18I,02A
2B2,80B,77D
3B0,44H,T95
6B8,80B,96G
7B0,07D,57H
0C3,53N,21K
4C7,54F,15E
5B5,57F,81B
5C9,15N,03J
5C3,75H,X34
3C7,20J,73B
4C9,44E,20C
1C0,08N,V65
2C1,V45,22H
7C0,64K,O52
1C7,09L,19A
1C8,09L,V05
3B6,25I,X37
4B9,Z71,O33
4C8,54F,30J
4C0,T88,62R
9B9,20J,S16
3C2,25I,91A
5B2,O15,07L
7C1,84J,34B
6C7,77I,K00
2B3,69I,V44
2B5,80B,28I
4C5,51A,T03
9B6,15N,01B
4B6,18I,03H
3C0,42F,20S
4C3,07D,K04
7B5,20J,29B
6B3,80B,15C
7B6,08N,Z14
3C6,64K,54D
3C5,T82,34N
8B6,07D,X17
4C6,44E,78I
2C8,80B,69O
6C0,08N,82A
6C9,65F,Z08
5C5,Z71,K28
0E9,75H,52P
1E3,07D,71J
5D1,15N,R59
1D1,65F,87K
8D9,20J,99I
2E4,54F,29J
9D6,03N,67G
0D1,04I,48N
5D7,08N,61J
2E8,15N,13A
3D3,43H,N16
8D7,53N,78A
1D6,10D,35N
8D8,20J,60R
0D4,03N,86C
1D3,64K,30O
8D5,07D,X97
2D4,43H,T83
4D0,51A,81E
8C0,94H,93O
9C6,29H,54N
6D4,09L,L84
9C5,09L,55J
7C5,53N,39B
9D1,08N,82L
9D7,36S,00J
0E3,20J,L19
3D4,26P,51R
8C5,03N,43F
8D4,44E,30J
7D0,Z71,74B
8D6,53N,68J
5D0,15N,76H
3D1,84E,30F
6D2,20J,03B
7D7,02F,78T
9C2,48L,03J
1E6,37N,29I
2E6,44H,75L
9C9,09L,53E
1E5,07D,50I
9D5,53N,14I
1D4,36S,20F
1E8,29F,93I
7D9,64K,79C
9C0,20J,61A
3E9,78B,R65
6D1,09L,21G
7D3,09L,62O
7C9,13I,96A
3E7,07D,Z11
8D3,44E,13H
9C8,S81,19A
9C3,70D,07L
8C8,94H,54B
0E1,26P,96G
3D6,54F,15E
4D2,44E,13B
7C6,07D,Z15
8C2,25I,61K
9D3,20J,43I
3D8,X48,25N
8C7,94H,V44
7C8,25I,03H
5D6,08N,57H
0D0,80B,28I
3E5,10D,N12
8D0,65F,29B
3D7,44E,20C
4D6,20J,01B
0E7,10D,Z14
4D5,70D,06J
3D9,51A,T03
3E8,17L,14E
9C4,43N,Z82
0F5,85B,64A
1F9,07D,38P
5E1,36S,90D
7F6,03N,91A
7F7,30G,X28
9E4,36S,62H
4F8,44H,37P
6E8,27E,V72
8F6,77I,20S
1F0,27E,42A
7F9,61G,54N
6F2,36S,73B
8E6,36S,30O
3F7,09L,75J
5E6,85B,78T
9E2,29F,V36
0G5,75H,43F
5F9,64K,71J
7E2,54F,77S
7F4,25I,X37
8F9,07D,14L
6F3,07I,75L
8F0,57D,14Z
4F4,80B,59F
6E4,77I,01P
2F5,37N,35R
6E2,43P,61J
7E9,43H,21K
9F0,25I,48N
9F6,25I,74B
3F8,43R,03H
0G7,43P,Z08
4F3,36S,79C
8E9,43P,50I
4E5,36S,40L
4E9,43P,64D
4F2,64K,86C
4F9,64K,35N
I0876D,44H,76D
1F3,69I,96G
6E6,02R,42V
0F7,60H,28I
2F0,13I,69O
0F1,12E,15E
8F3,07D,V37
8F5,85B,28J
0F3,93R,66I
5F0,13I,07L
8F7,64K,J92
3F2,07D,29B
2F2,57F,L84
6F6,28B,11N
5E4,72O,98J
5F1,94H,53E
1F4,25I,O33
5F2,10D,61A
8F1,64K,N12
2F9,13I,V60
0G4,07D,57H
6F1,O15,77G
7E5,94H,01B
9E8,12E,L66
9F2,12E,13B
0H1,80B,62O
0H2,03N,62R
2G1,12E,13H
5G3,93R,34Z
9H6,43T,70T
2G5,61B,14E
I09S54,44H,S54
4H1,T82,4A3
0I0,81O,Z11
I0906J,43R,06J
7H7,02R,68J
I0915C,44H,15C
1H4,43P,10S
3H5,44H,15O
4G7,84G,76H
2H2,02R,35N
4H2,43R,40V
8H4,64K,Z14
0I2,07D,14I
4G9,65F,77S
3G0,03N,75L
5H0,53N,89L
0H9,64K,71J
I0901R,72O,01R
4G4,85B,78T
9G2,94H,02G
0I5,36S,90D
1H1,02F,82A
7H5,81O,43F
0H4,65F,21N
4H4,13I,30F
4H6,26P,36D
3H7,44H,28I
9H7,43P,50I
1G7,12E,30J
2G6,06O,62S
4H0,49L,38E
7H2,64K,14L
9G3,07D,28J
9H5,64K,52P
5G5,02R,X97
6H3,44E,07A
7G7,29H,96A
8H0,43H,21C
6G2,26P,06A
2H6,43R,68C
2H1,85E,40L
4G0,65F,38V
2G2,61B,81E
3G1,69I,55J
8H9,44E,60R
I0930O,43P,30O
1H7,64K,62H
8G4,57D,07L
2H4,10D,61A
7H1,10D,59A
8G5,29H,77D
8G0,25I,02A
1G5,61B,78I
0I3,07D,O52
5G1,29F,V36
5H9,07D,V37
7G4,43R,K84
2H8,25I,O33
4G3,06O,01B
1H2,85B,V58
1H6,27J,67G
0I1,72T,39Z
9H4,75H,N12
6G7,O15,59F
5G4,T53,61J
0I6,36S,92D
0H8,02R,X17
3G5,07D,64D
8J9,85B,82L
4J3,93R,20S
2J2,49L,29B
2J7,03N,62R
9I4,72T,37V
I1038P,44T,38P
1I7,12E,13H
2J3,36S,61J
5I5,36S,30O
I1034N,04I,34N
1I5,72O,01R
I1051R,19T,51R
2J5,39L,3B1
2I0,98K,30J
5J4,02F,Z08
9J5,13N,4B2
6I4,89S,22H
7J6,44T,03H
0J9,19T,30F
0K7,05I,79Z
3I5,17K,14Z
3I6,23T,61A
6J4,18I,36D
6I6,10R,80S
0K0,12E,15E
6J3,48L,03S
0J5,19T,55J
2I2,51A,T03
3I3,50B,69O
6I0,43N,V80
1J8,02R,82A
6I1,44T,37P
7I4,18I,06A
5J6,89S,3A4
3J8,19T,X60
9I5,22R,12T
2J9,44T,87F
8J8,36S,59A
6J0,06O,X17
1J7,64K,X97
5J5,02R,V72
3L3,76Z,07A
0M1,12E,13H
9L7,17K,54N
9K4,85B,62H
7K6,12E,30J
8K4,06O,77S
9K5,12Z,30F
9K7,76Z,5D9
7L4,8A9,73C
8K0,72O,78I
6K0,04Z,2E1
5K7,36S,73B
8L5,04Z,3A9
8L6,80B,1E2
3L6,02R,20S
0M4,72O,14E
3K1,36S,14L
4K2,43P,28J
1L7,61G,96A
6K3,02R,21K
5K8,02R,28G
0L0,44T,93I
5K9,76Z,21C
7K1,44T,28I
4L5,44T,87F
4L2,30G,69O
8K5,53N,38Z
1L4,43P,40L
1L9,02R,V80
4M2,44T,77D
3M2,44T,24V
2N4,32Z,7D6
2N0,43P,79Z
8M2,19T,36D
3M1,8A9,60R
4N3,06O,5B4
5N0,02R,8E2
7N4,12E,13H
4N7,02R,77S
9M2,36S,34N
4N6,02R,21K
7N0,76Z,73C
0M7,57F,93O
1N4,61R,78I
6N4,49L,22H
0N1,98K,81E
4M1,10R,91A
2M7,27J,6D6
5N1,02R,39Z
9N8,36S,20F
1M8,17L,37V
3N4,02R,3A9
6M3,44T,87F
3N1,44H,69O
3N9,02R,20S
0N0,61R,98J
8N3,12E,15E
0N5,61R,13B
9M3,36S,57H
0N7,98K,30J
8N9,04I,78T
4E2,17L,90S
20H,L43,42B
54J,S76,42B
25K,O15,50D
87J,I37,17C
81L,H89,42B
65L,31C,Z51
09O,F00,39F
64N,90B,50D
04N,Z06,17C
62P,K85,17C
38O,46D,91E
60P,29C,42B
10P,37C,N37
18P,J81,35F
00P,20B,62H
07P,20B,Z14
44O,37C,31D
05R,61D,50D
69R,J21,71G
79R,37C,Z67
95P,85E,32G
04R,10D,42B
74R,61G,44J
85R,37C,37B
86R,T29,17C
80R,37C,11C
23R,Z01,35F
76R,79F,N86
91R,79F,78C
06T,Z71,39F
10T,79F,19J
57T,21B,81I
22T,80B,76I
39T,Z71,91K
75T,79F,V80
32T,03G,68C
79S,42F,48J
24T,03G,28I
33T,80B,89K
85S,02F,43J
51T,23E,76K
66T,O15,11L
15T,07D,42B
36T,03G,Z53
86S,80B,50K
08T,20B,X28
82T,10D,17C
35T,72H,28J
36V,62D,35B
23Z,37C,93I
87V,37C,71G
96V,50G,35F
56V,65F,44J
77V,80B,37J
29V,62D,06J
30V,25I,70K
98V,25I,74K
89V,29H,74N
16Z,62D,68C
86V,03G,03H
00Z,37C,X37
32V,37C,V60
86T,39C,32G
79V,62D,87F
90T,72H,79I
94V,57D,84N
83V,37C,54B
78V,62D,89K
26V,62D,O96
41Z,62D,31A
48V,29H,19J
27Z,65F,43J
10Z,37C,S54
17Z,37C,D82
34V,18I,76I
15Z,V83,91K
33V,31I,50K
03Z,79F,81B
09V,07D,42B
22V,25B,48J
8A6,28B,76K
7A2,86D,28N
4A8,29H,76L
47Z,12E,31G
80Z,57F,11I
8A5,83L,48N
i0596G,50G,96G
8A3,29H,71G
1B2,09K,47L
8A2,84E,81I
0A0,23H,30D
87Z,20J,04O
8A1,29H,11L
2A3,09K,V58
2A8,86D,44J
5A9,57F,17C
1A6,12O,64P
3A3,Z71,35F
i0515O,83L,15O
70Z,12O,21G
52Z,01K,78I
7A7,25I,39F
7A4,86D,43J
0B9,78B,19J
5A2,09K,46F
6A6,25I,76I
7A5,50G,06J
1B1,78B,36O
45Z,51J,20C
60Z,T53,99N
4A7,43H,74N
6A8,25I,70K
1B0,12E,99J
0A1,83L,15C
7A9,N60,74K
96Z,69I,50K
88Z,85E,42B
4A4,50G,87F
5A0,Z46,84N
2A6,09K,S16
1A4,09K,01B
6A3,29H,91K
93Z,09K,03J
0A2,80B,89K
2A5,78B,42O
84Z,14A,48J
I0535B,83L,35B
0B7,12O,T84
7B8,09K,61J
7B2,21B,67F
8B7,09K,04O
7B4,60L,02K
3C9,99L,35N
6B2,22O,76L
6C1,20J,44J
8B2,99L,61A
3B9,50G,15O
1B6,29H,76K
2B7,25I,70K
4C1,07D,43J
4B1,29H,39F
6B6,50G,93I
3B4,50G,89K
6C6,27E,88I
4B3,60H,50K
7B1,25L,82L
0C9,09K,X97
1C6,12O,07A
2B1,12O,82H
2B9,12O,30F
1C4,56K,25P
5B9,42F,35O
8B5,61B,32G
1B5,16P,49K
2C5,12O,21H
1C3,56K,L84
3B2,83L,68C
2C6,68N,62O
6B5,69I,11L
2B0,46N,65A
2B8,80B,91K
1B4,T88,74K
4B7,05I,22S
1B8,79H,99N
8B8,Z10,17C
5C6,Z46,31L
8B1,64K,42B
0C8,15N,11I
0C6,01K,42L
2C0,28B,19J
5B0,57D,81I
5C7,84J,48J
3B8,12O,89L
6C5,T53,90P
5B1,16P,30D
3C1,09K,42A
0C1,09K,21C
4B0,05I,35F
5B7,40C,55R
8C4,15N,28N
0D3,99L,10S
5D3,27E,36O
7D8,09K,47L
4D3,51J,31G
2E9,15N,56R
4D8,94O,76J
1D5,09K,04O
5D2,15N,16S
0D2,09K,44J
0D5,12O,X60
5D4,08O,77S
0D9,13I,76K
1E1,50G,67C
2D7,12O,03S
7D2,12O,T84
9D0,09K,46F
6D0,09K,42O
7C7,99L,56A
4D1,12E,32G
7D1,56K,02G
7D4,56K,65A
3D2,99L,50K
1D7,50G,89K
0D6,83L,02A
2D9,25I,70K
9C1,54F,67F
2D5,12O,45R
2E5,08O,19J
8C9,99L,59F
1D0,12O,36D
2D8,12O,06A
2D6,12O,82H
6D9,56K,64R
0D8,21P,K84
2D1,12O,97R
2E7,15N,35O
1D8,12O,89L
6D5,09L,48J
9D9,09K,V65
6D7,50G,77D
3D5,44E,31L
6D8,08O,20R
8C3,27N,37D
6D3,46N,07A
1E7,80B,22S
1E9,08O,81B
4D7,68N,66I
3E4,50G,30D
0E2,T82,02T
4D4,27N,V05
1D2,04I,11I
5D8,10D,43J
3E6,09K,28G
2D2,50G,V60
8C6,64K,42B
9D2,10D,17C
8D2,61B,99J
1D9,13I,11L
4E0,50G,15O
7E7,43H,55R
9F1,85E,64P
9F5,94O,88N
3F3,99L,38E
5F4,03N,35F
6E5,15N,90P
1F5,94O,37V
7F0,94O,37D
2F1,09L,25P
0F8,83L,68C
0G2,54F,40T
5E2,43P,44J
2F8,43N,08Z
6F0,S81,74K
7F3,03N,76L
4E7,25L,39B
6F5,79H,21H
6F8,81O,49V
6E9,46N,19J
0G6,25L,14I
4F7,56K,93O
1F1,51J,82L
4E6,91O,99I
I0870K,25I,70K
7E6,68N,22H
7F8,51J,56A
8F4,51J,68J
2F6,51A,50K
I0876K,12O,76K
I08K28,83L,K28
1F6,56K,21G
I0867C,50T,67C
9E6,12E,32G
4F1,09L,99N
9E5,02R,16S
2F3,38L,36D
4F6,25L,46F
6F7,56K,45F
7F1,12O,06A
8E5,25L,00J
9F4,40N,03B
2F7,83L,96A
5F3,99L,54B
6F9,22O,X60
3F6,79H,02G
1F7,38L,77D
0G3,08O,62S
4E3,36S,42O
5F7,42F,31V
5F5,40N,23V
0F4,68N,21N
8E4,51J,43J
8E7,25L,20F
8E8,25L,43I
5F6,12O,20R
I0809Z,03N,09Z
1F8,28B,88R
5F8,83L,89K
9F9,22O,30F
3F1,30L,88I
9E9,89N,25N
7E8,46N,90S
7F5,79H,76J
0F9,26P,97R
3F9,56K,19A
8F2,02F,42B
9f7,56K,V78
3F0,83L,02A
0G1,91O,K00
1F2,26P,81I
8F8,13I,22S
6F4,40N,55J
4E8,89N,67F
I0835B,12O,35B
4F5,83L,L19
9E3,30L,56E
0F0,61B,31L
3F5,56K,48J
9F3,12O,93I
0F2,51J,T03
3F4,13I,11L
9E7,17K,00V
5E8,60L,78I
7G8,50G,76K
5H2,22O,51R
I0902T,13N,02T
4G1,36S,63V
7H3,31S,64R
4H7,22O,03S
6G9,11Z,61K
0I7,55T,38Z
7H0,43P,9A4
5H4,02R,21V
5G8,26P,82V
3G3,58P,44V
9H9,56K,93O
1G4,30S,85T
3H2,89N,99J
6G5,43R,60V
0I4,43P,44J
4G6,34P,42L
0H7,84G,16S
1H0,89N,43I
6H0,94O,37D
7G5,91P,37P
5G9,25R,99I
6G3,44T,76L
6G4,43R,35F
3G7,25L,56A
6G0,11Z,54N
6H5,94O,75J
7G3,42F,3A7
8H2,43R,91V
7G1,25I,39F
0H6,08O,73C
6H4,03N,88R
9H2,56K,58N
I0974B,83L,74B
5H8,07D,17C
1H5,34P,68V
3H1,30S,20C
8H1,25R,33Z
7G6,16R,4A9
2G9,39L,4A0
6G1,54F,74K
6H8,14A,0B5
8H7,31S,12T
8G7,58P,42A
9G0,92S,98T
9H0,30G,99N
0H3,27N,11N
0H5,22R,55R
2H7,50T,4A2
5H3,94O,45F
8H8,30L,36Z
9G7,22R,36O
9G8,40N,49V
5H5,27N,76J
4G8,89N,73B
3H6,91P,95V
7H6,30L,46F
I0920R,22O,20R
7H8,30L,20F
4H9,19T,48J
5G7,94O,25P
8H6,27J,42O
4H5,21P,14Z
1G0,41N,25N
3H4,22O,4A5
1H3,27J,42B
7G9,22O,97R
I0993T,60L,93T
9G5,50T,87F
3H8,83L,89K
1G2,51J,67F
3G8,91S,34N
6H1,94O,03B
3G6,06O,19J
1G3,41N,53Z
1G9,30S,15E
2H5,02R,43J
2G7,71T,51Z
3H9,50T,31V
5G0,68N,22H
1G1,61B,48S
5H6,16R,5A1
1H9,79F,2A7
7G2,91P,0B4
I0911L,50T,11L
I09X28,91P,X28
1H8,30L,62V
0G9,60L,98J
7H4,30L,00J
7H9,02R,0A4
0H0,94O,21H
2H9,83L,L19
8G3,12O,81I
4H8,08O,19A
6H7,91P,91A
8G8,21P,X34
5G6,50T,93I
9H8,81O,64P
6G8,07I,50K
7G0,11Z,54B
2H3,02R,28N
6G6,11Z,08Z
2G4,30S,00V
1G8,41N,31L
8G2,44H,09Z
3H3,12O,T83
6H2,83L,28A
9G4,11Z,03H
2G8,11Z,35B
9G9,56K,Z51
4G2,81O,74S
4G5,06O,56R
0J8,91S,24V
1I4,89N,14E
I10X83,83L,X83
9I8,20J,3A2
2I1,25L,87K
7I8,68N,53E
0J1,27J,02T
7J8,25L,0A9
6J2,08O,35N
1J4,17L,51V
2J6,25L,44J
1J2,60T,37D
4I3,20J,82Z
7J5,56K,75J
2J8,25L,79C
7J7,94O,74T
8I9,94O,83Z
0I9,72O,85T
4J6,88T,3C0
8J0,88V,90P
5J1,23T,4C2
1J3,94O,99N
6I9,22R,43J
6J7,83L,45F
4I4,44T,08Z
4I1,60E,4B5
I1095S,91P,95S
I1075L,54V,75L
I107A8,42F,7A8
7J0,18I,74K
6I7,92S,50S
9I9,19T,36O
1K1,98K,31L
3J6,41N,98J
0K1,T82,4C9
3J5,44T,76L
4I9,22R,35O
3I9,50T,6A4
5J3,91P,85V
7I5,21P,54B
3J2,91P,60V
I1046F,25R,46F
4I8,44T,0B5
2I4,91S,62V
2J0,17T,44V
5I9,88T,2C7
1K2,60L,99J
5I1,18Z,62S
9I3,50T,89L
