id,sire,dam
S70,NA,D15
S77,NA,501
S93,NA,233
T32,NA,D15
U5,NA,DT
V38,NA,741
V7,NA,TV
X05,NA,741
X5,NA,LI
X66,NA,D15
X69,NA,679
Z2,NA,LA
Z4,NA,XQ
01A,NA,B10
06G,NA,G43
12A,NA,483
13A,I20,D15
13E,NA,678
20A,NA,I50
26A,NA,B11
280,NA,V7
30A,NA,893
378,NA,X5
405,NA,U5
428,NA,X5
440,NA,3R
458,NA,Z4
473,NA,V7
477,NA,278
479,NA,V7
489,NA,8K
499,NA,3R
523,NA,7L
526,NA,3R
533,NA,8R
547,NA,350
549,NA,310
562,NA,8K
563,NA,Z4
56C,NA,F25
572,NA,U5
575,NA,350
579,NA,7L
57B,NA,483
581,NA,262
584,NA,317
587,NA,443
594,NA,259
59B,NA,B75
59C,NA,699
602,NA,Z4
603,NA,8K
604,NA,3R
605,NA,474
606,NA,278
609,NA,310
61A,NA,F25
627,NA,U5
632,NA,443
633,NA,497
637,NA,262
639,NA,8K
643,NA,301
647,NA,514
649,NA,411
655,NA,308
658,NA,508
659,NA,438
65P,NA,S70
661,NA,431
662,NA,U5
668,NA,278
670,NA,432
674,NA,317
675,NA,3R
677,NA,454
682,NA,447
683,NA,310
685,NA,291
686,NA,Z4
692,NA,471
693,NA,408
694,NA,350
695,NA,350
69N,NA,D07
700,NA,476
705,NA,474
707,NA,U5
710,NA,431
711,NA,V7
716,NA,432
718,NA,480
719,NA,278
720,NA,483
721,NA,259
724,NA,411
726,NA,310
728,NA,308
734,NA,518
736,NA,514
738,NA,317
742,NA,498
747,NA,497
751,NA,522
757,NA,416
759,NA,494
762,NA,555
765,NA,509
76E,NA,K89
770,NA,408
771,NA,7L
772,NA,291
774,NA,507
777,NA,262
778,NA,3R
786,NA,8K
787,NA,447
788,NA,476
791,NA,443
792,NA,543
79C,NA,577
801,NA,528
802,NA,454
807,NA,498
811,NA,8K
812,NA,310
813,NA,555
818,NA,447
81B,NA,I50
821,NA,416
826,NA,Z4
829,NA,262
830,NA,297
832,NA,518
833,NA,508
837,NA,438
841,NA,480
844,NA,259
846,NA,431
851,NA,317
852,NA,497
854,NA,411
857,NA,514
858,NA,408
859,NA,522
861,NA,476
864,NA,278
866,NA,567
870,NA,308
871,NA,291
873,NA,471
875,NA,577
879,NA,476
880,NA,543
887,NA,8K
88F,NA,I56
892,NA,585
894,NA,589
898,NA,497
903,NA,514
905,NA,507
906,NA,508
907,NA,308
908,NA,291
909,NA,317
918,NA,615
919,NA,617
921,NA,494
927,NA,625
929,NA,7L
931,NA,297
932,NA,310
933,NA,408
935,NA,447
936,NA,555
937,NA,518
938,NA,438
941,NA,454
947,NA,656
948,NA,646
952,NA,498
954,NA,443
956,NA,431
960,NA,474
963,NA,480
965,NA,483
966,NA,259
968,NA,573
969,NA,416
971,NA,262
973,NA,278
975,NA,408
978,NA,471
979,NA,411
981,NA,543
984,NA,476
986,NA,577
987,NA,310
993,NA,514
995,NA,646
997,NA,522
A00,NA,615
A03,NA,554
A07,NA,416
A09,NA,617
A13,NA,494
A17,NA,681
A20,NA,8K
A24,NA,555
A26,NA,498
A27,NA,497
A28,NA,528
A34,NA,291
A38,NA,701
A40,NA,454
A44,NA,443
A47,NA,317
A49,NA,7L
A51,NA,704
A58,NA,660
A59,NA,480
A61,NA,259
A62,NA,672
A65,NA,432
A67,NA,483
A69,NA,474
A74,NA,431
A77,NA,676
A79,NA,308
A80,NA,508
A81,NA,507
A84,NA,480
A86,NA,483
A87,NA,672
A92,NA,432
A93,NA,259
A99,NA,278
B00,NA,476
B01,481,471
B02,NA,573
B04,481,723
B08,NA,508
B09,NA,317
B14,NA,740
B17,NA,656
B21,NA,709
B22,NA,784
B23,NA,763
B26,NA,644
B27,NA,625
B40,NA,522
B41,NA,518
B43,NA,514
B46,NA,681
B47,NA,8K
B56,NA,297
B57,NA,7L
B60,NA,262
B62,NA,443
B63,NA,498
B65,NA,454
B66,NA,497
B68,NA,310
B69,NA,746
B79,NA,308
B86,NA,291
B87,NA,789
B89,NA,704
B90,NA,783
B92,NA,760
B97,NA,617
C02,NA,782
C04,NA,756
C06,NA,790
C07,NA,646
C18,NA,528
C19,NA,585
C20,NA,438
C26,NA,577
C27,NA,874
C29,NA,697
C39,NA,408
C41,NA,573
C43,NA,291
C45,NA,308
C46,NA,507
C53,NA,678
C59,NA,498
C64,NA,701
C66,NA,508
C70,NA,494
C73,NA,Z4
C76,NA,431
C79,NA,713
C81,NA,731
C85,NA,723
C92,NA,625
C93,NA,681
C94,NA,729
D01,NA,518
D03,NA,585
D09,NA,808
D11,NA,803
D13,NA,432
D14,NA,480
D16,626,842
D19,NA,660
D20,NA,411
D24,NA,763
D28,NA,704
D32,NA,8K
D37,NA,V7
D38,NA,676
D40,NA,555
D41,NA,644
D42,NA,554
D44,NA,416
D47,NA,617
D49,NA,474
D51,NA,317
D52,NA,869
D54,NA,827
D55,NA,798
D57,NA,740
D58,NA,262
D60,NA,656
D66,NA,796
D69,NA,699
D72,NA,793
D73,NA,585
D75,NA,803
D77,NA,913
D81,NA,798
D84,NA,808
D87,NA,528
D90,NA,676
D92,NA,262
D93,NA,454
D95,NA,840
D98,NA,953
D99,NA,317
E02,NA,443
E03,NA,897
E05,NA,896
E06,NA,476
E08,NA,789
E09,NA,681
E14,NA,416
E17,NA,656
E20,NA,763
E22,NA,784
E26,NA,554
E28,NA,704
E33,NA,827
E38,NA,782
E39,NA,615
E40,NA,756
E41,NA,617
E44,NA,625
E45,NA,946
E46,NA,555
E51,NA,760
E52,NA,8K
E56,NA,773
E57,NA,308
E58,NA,701
E59,NA,729
E62,NA,573
E66,NA,725
E67,NA,7L
E70,NA,291
E71,NA,507
E73,NA,508
E76,NA,408
E79,NA,518
E85,NA,646
E90,NA,883
E92,708,258
E94,NA,713
E95,NA,842
E99,NA,431
F01,NA,964
F02,NA,847
F03,NA,731
F05,NA,480
F07,NA,483
F08,626,432
F12,NA,796
F14,NA,950
F18,NA,577
F21,NA,939
F24,NA,930
F28,NA,723
F29,NA,709
F30,NA,278
F31,NA,Z4
F34,NA,644
F36,NA,522
F42,NA,850
F48,NA,514
F49,NA,518
F51,NA,793
F52,NA,740
F54,NA,989
F55,NA,994
F60,NA,646
F63,NA,899
F65,NA,438
F68,717,790
F69,NA,656
F72,NA,573
F73,NA,577
F77,NA,789
F78,NA,408
F79,NA,874
F81,NA,923
F83,NA,699
F84,NA,A71
F85,NA,7L
F86,NA,840
F91,NA,773
F98,NA,308
G00,NA,476
G03,NA,528
G04,NA,798
G05,NA,808
G08,NA,950
G11,NA,869
G12,NA,498
G15,NA,508
G18,NA,B59
G20,NA,953
G22,NA,454
G30,NA,913
G33,708,A55
G34,NA,480
G36,NA,432
G39,NA,713
G44,NA,585
G47,NA,A31
G48,NA,729
G50,NA,763
G52,NA,A54
G60,NA,483
G63,NA,842
G66,NA,725
G68,NA,262
G71,NA,701
G72,NA,855
G79,NA,644
G80,NA,678
G82,NA,660
G86,NA,827
G91,NA,416
G93,NA,756
G99,NA,A23
H04,NA,A82
H07,NA,A64
H09,NA,942
H10,NA,554
H12,NA,883
H13,NA,617
H14,NA,681
H19,NA,A50
H20,NA,278
H21,NA,625
H22,NA,A36
H23,NA,704
H32,NA,897
H36,NA,913
H37,NA,B85
H38,NA,B64
H41,NA,808
H42,NA,A43
H44,NA,498
H50,NA,678
H52,NA,896
H56,NA,A41
H57,NA,803
H61,NA,528
H64,NA,953
H68,NA,974
H69,NA,573
H72,NA,725
H73,NA,874
H75,NA,950
H79,NA,842
H86,NA,A96
H91,620,287
H93,NA,A71
H94,NA,C12
H98,NA,699
i00G17,NA,G17
i00J29,NA,J29
I01,NA,454
i01B10,NA,B10
i01D82,NA,D82
i01E55,NA,E55
i01H71,NA,H71
i01I50,NA,I50
i02G43,NA,G43
i02I50,NA,I50
i02L80,NA,L80
I03,NA,964
i03C12,NA,C12
i03D07,NA,D07
i03H71,NA,H71
I04,NA,709
I05,NA,432
I05D82,NA,D82
I05N12,NA,N12
I05S70,NA,S70
I07,NA,976
I08B03,NA,B03
I10,NA,A91
I11,NA,483
I12,NA,B72
I17,NA,408
I22,NA,B13
I23,NA,262
I27,NA,480
I29,928,723
I34,NA,B11
I35,NA,B59
I36,NA,808
I39,NA,498
I40,NA,443
I45,NA,974
I48,761,930
I49,NA,699
I52,NA,454
I54,NA,953
I57,NA,C97
I58,NA,896
I59,NA,798
I60,NA,B13
I62,NA,678
I65,761,723
i69G2,NA,G2
I70,761,B72
i70G2,NA,G2
i713Q,NA,3Q
i71G2,NA,G2
I72,NA,C12
i72X5,NA,X5
I73,NA,A43
i73253,NA,253
i73262,NA,262
i74301,NA,301
i74V7,NA,V7
i75297,NA,297
i75416,NA,416
i75496,NA,496
i75509,NA,509
i75V7,NA,V7
i76297,NA,297
i76301,NA,301
i76438,NA,438
i76543,NA,543
i76Z4,NA,Z4
I77,NA,842
i77301,NA,301
i77474,NA,474
i77494,NA,494
i77509,NA,509
i77554,NA,554
i777L,NA,7L
i78411,NA,411
i78432,NA,432
i78554,NA,554
i78665,NA,665
i79278,NA,278
i79447,NA,447
i79697,NA,697
i79698,NA,698
i80431,NA,431
i80474,NA,474
i80543,NA,543
i80554,NA,554
i80615,NA,615
i80660,NA,660
i80698,NA,698
i80699,NA,699
i80701,NA,701
i80713,NA,713
i80729,NA,729
i80V7,NA,V7
i81259,NA,259
i81454,NA,454
i81471,NA,471
i81476,NA,476
i81483,NA,483
i81497,NA,497
i81514,NA,514
i81615,NA,615
i81646,NA,646
i81773,NA,773
i81840,NA,840
i81847,NA,847
i82411,NA,411
i82514,NA,514
i82678,NA,678
i82697,NA,697
i82746,NA,746
i82783,NA,783
i82790,NA,790
i82855,NA,855
i82877,NA,877
i83291,NA,291
i83431,NA,431
i83474,NA,474
i83494,NA,494
i83507,NA,507
i83676,NA,676
i83760,NA,760
i83784,NA,784
i83877,NA,877
i83896,NA,896
i83914,NA,914
i83A18,NA,A18
i83A43,NA,A43
I84,NA,480
i84278,NA,278
i84291,NA,291
i84308,NA,308
i84416,NA,416
i84476,NA,476
i84508,NA,508
i84522,NA,522
i84554,NA,554
i84577,NA,577
i84617,NA,617
i84644,NA,644
i84676,NA,676
i84701,NA,701
i84729,NA,729
i84756,NA,756
i84760,NA,760
i84763,NA,763
i84773,NA,773
i84782,NA,782
i84784,NA,784
i84789,NA,789
i84796,NA,796
i84798,NA,798
i84827,NA,827
i84840,NA,840
i84850,NA,850
i84855,NA,855
i84914,NA,914
i84923,NA,923
i84939,NA,939
i84946,NA,946
i84A23,NA,A23
i84B11,NA,B11
i84B32,NA,B32
i84B80,NA,B80
i84B99,NA,B99
i85262,NA,262
i85746,NA,746
i85803,NA,803
i85913,NA,913
i85A41,NA,A41
i85A96,NA,A96
I86,983,501
i86443,NA,443
i86498,NA,498
i86585,NA,585
i86A71,NA,A71
i86D07,NA,D07
i86D79,NA,D79
i87262,NA,262
i87432,NA,432
i87577,NA,577
i87676,NA,676
i87893,NA,893
i87974,NA,974
i87A96,NA,A96
i87B74,NA,B74
i87C97,NA,C97
i87G32,NA,G32
i88432,NA,432
i88B74,NA,B74
i88G02,NA,G02
i88G32,NA,G32
i88G51,NA,G51
i89262,NA,262
i89432,NA,432
i89498,NA,498
i89528,NA,528
i89577,NA,577
i897L,NA,7L
i89808,NA,808
i89913,NA,913
i89950,NA,950
i89A31,NA,A31
i89B03,NA,B03
i89B11,NA,B11
i89B59,NA,B59
i89C97,NA,C97
i89D05,NA,D05
i89D76,NA,D76
i89D79,NA,D79
i89D94,NA,D94
i89G51,NA,G51
i89G73,NA,G73
i89I66,NA,I66
i89I93,NA,I93
i89J29,NA,J29
i89J59,NA,J59
i90432,NA,432
i90454,NA,454
i90585,NA,585
i90869,NA,869
i90950,NA,950
i90A31,NA,A31
i90B03,NA,B03
i90B13,NA,B13
i90B59,NA,B59
i90B85,NA,B85
i90D05,NA,D05
i90D76,NA,D76
i90E55,NA,E55
i90G17,NA,G17
i90G19,NA,G19
i90G51,NA,G51
i90G73,NA,G73
i90K09,NA,K09
I91,NA,950
i91432,NA,432
i91660,NA,660
i91709,NA,709
i91713,NA,713
i91964,NA,964
i91A91,NA,A91
i91A96,NA,A96
i91B75,NA,B75
i91C12,NA,C12
i91D89,NA,D89
i91F25,NA,F25
i91G17,NA,G17
i91G32,NA,G32
i91J29,NA,J29
i92454,NA,454
i92577,NA,577
i92723,NA,723
i92964,NA,964
i92A91,NA,A91
i92A96,NA,A96
i92B64,NA,B64
i92D89,NA,D89
i92L80,NA,L80
i92N93,NA,N93
i93874,NA,874
i93953,NA,953
i93A41,NA,A41
i93B03,NA,B03
i93B11,NA,B11
i93B13,NA,B13
i93D89,NA,D89
i93G19,NA,G19
i93H71,NA,H71
i93K62,NA,K62
i93L15,NA,L15
i93N93,NA,N93
i93S70,NA,S70
i94A41,NA,A41
i94B13,NA,B13
i94D89,NA,D89
i94G19,NA,G19
i94G43,NA,G43
i94J29,NA,J29
i94K62,NA,K62
i94L80,NA,L80
i94O91,NA,O91
i94R69,NA,R69
i94R81,NA,R81
i94S70,NA,S70
I95,NA,B64
i95869,NA,869
i95F25,NA,F25
i95G43,NA,G43
i95S70,NA,S70
i96577,NA,577
i96D82,NA,D82
i96S70,NA,S70
i97874,NA,874
i97S70,NA,S70
I98,NA,A31
i98577,NA,577
i98869,NA,869
i98C12,NA,C12
i98E55,NA,E55
i98F25,NA,F25
i98G17,NA,G17
I99,NA,B85
i99699,NA,699
i99A71,NA,A71
i99C12,NA,C12
J01,NA,B10
J09,NA,408
J12,NA,897
J20,NA,432
J22,NA,713
J24,NA,A91
J25,NA,483
J28,NA,D48
J30,NA,585
J32,NA,D94
J33,NA,676
J34,NA,D05
J38,NA,709
J42,NA,528
J43,NA,869
J47,NA,B75
J49,NA,950
J51,NA,A43
J52,NA,454
J53,NA,C97
J60,NA,B59
J63,NA,913
J64,NA,A31
J68,NA,808
J73,NA,E55
J74,NA,953
J75,NA,C12
J78,NA,964
J82,NA,483
J83,NA,480
J85,NA,573
J90,NA,B03
J91,843,974
J97,NA,577
K00,NA,930
K02,NA,874
K07,722,B72
K13,NA,A96
K18,NA,F25
K25,NA,A91
K43,NA,713
K46,NA,893
K48,722,896
K49,NA,D89
K52,NA,A41
K55,NA,B11
K57,NA,798
K60,NA,B85
K63,NA,D76
K67,NA,D05
K70,NA,808
K76,NA,454
K79,NA,B10
K81,NA,C12
K82,NA,E04
K85,NA,B64
K87,NA,A43
L02,NA,A41
L04,NA,D79
L11,NA,G73
L12,NA,A31
L16,NA,G19
L17,NA,F33
L27,NA,G43
L28,NA,896
L31,843,930
L32,F27,573
L33,NA,874
L35,NA,D07
L38,NA,913
L40,NA,B59
L42,NA,G51
L45,NA,709
L47,689,480
L48,NA,483
L51,NA,A91
L59,NA,660
L61,NA,964
L78,NA,408
L82,NA,723
L84,NA,B03
L85,NA,B13
L86,NA,D89
L89,NA,725
L90,NA,7L
L94,NA,699
L98,NA,585
N00,NA,976
N09,NA,950
N10,NA,D94
N24,NA,897
N29,NA,808
N30,NA,D94
N31,NA,A43
N38,NA,803
N41,NA,B10
N45,NA,D79
N53,NA,D05
N55,NA,454
N64,NA,893
N70,NA,D76
N75,NA,896
N77,NA,A31
N80,NA,964
N86,NA,483
O02,NA,A91
O10,NA,660
O31,NA,C97
O34,NA,D07
O41,NA,874
O46,NA,A71
O50,NA,F25
O54,NA,723
O55,NA,B03
O56,F27,725
O66,NA,869
O70,C98,B72
O72,NA,585
O80,NA,B75
O81,NA,H71
O87,F27,573
O88,NA,B11
O90,NA,B13
O92,NA,D89
O93,NA,A41
O94,NA,B85
R43,NA,A43
R56,NA,699
R57,NA,H71
R61,C56,838
R64,C98,723
R74,F32,725
R76,NA,976
R87,NA,A41
R90,NA,798
R92,NA,G19
S12,NA,678
S17,NA,F25
S24,NA,709
S27,NA,483
S29,NA,964
S30,NA,A91
S45,NA,408
S46,NA,G43
S51,NA,803
S53,NA,D89
S61,NA,454
S68,NA,D82
S80,NA,E55
S88,NA,660
S94,717,B13
T10,536,896
T11,NA,F33
T13,NA,B75
T20,NA,713
T28,NA,A71
T45,NA,A96
T62,NA,709
T72,NA,J29
T74,NA,874
T81,NA,D89
T90,NA,H71
V04,F32,573
V06,NA,893
V13,NA,964
V18,NA,974
V21,NA,660
V28,NA,G32
V40,NA,K62
V63,NA,A91
V68,NA,B11
V75,NA,B03
V82,NA,725
V85,NA,573
V93,NA,G19
X03,NA,B13
X13,NA,L15
X14,NA,F33
X15,NA,408
X16,NA,I50
X26,NA,896
X32,NA,B10
X35,NA,897
X38,NA,E55
X45,NA,699
X70,NA,723
X86,C98,838
X94,NA,H71
X95,NA,J29
Z09,NA,N12
Z12,NA,F25
Z24,NA,O91
Z36,NA,K62
Z39,NA,A41
Z64,NA,408
Z73,NA,869
01L,NA,K79
03A,NA,B56
03O,NA,B60
04B,NA,C26
08B,NA,987
11B,NA,I11
11D,NA,J85
11K,NA,R74
18C,NA,J97
19C,O81,573
25A,NA,D69
26B,NA,L48
27A,NA,L86
36B,NA,K79
38D,NA,K07
39B,NA,K00
41G,NA,53B
44C,NA,J28
48C,NA,929
49C,NA,931
52E,NA,L84
53C,NA,I70
54D,NA,R59
56E,NA,C26
57C,NA,R64
591,NA,280
59A,658,J97
61C,NA,J91
624,NA,458
62B,NA,H74
63A,NA,F72
64C,NA,J85
671,NA,405
68B,NA,K07
69A,NA,693
69B,NA,R74
706,NA,280
72F,NA,N41
73B,NA,C26
73C,NA,R61
745,NA,526
785,NA,458
79A,NA,I70
810,NA,562
816,NA,458
824,NA,563
82D,NA,R64
83A,NA,K07
83N,NA,Z73
845,NA,405
84D,NA,929
868,NA,584
86N,NA,X78
884,NA,458
88B,NA,N86
88D,NA,I70
901,NA,643
920,NA,562
922,NA,603
945,NA,563
951,NA,587
955,NA,606
957,NA,280
958,NA,405
961,NA,627
962,NA,572
970,NA,526
977,NA,692
98F,NA,J85
A11,NA,562
A22,NA,458
A25,NA,584
A29,NA,604
A37,NA,655
A57,NA,668
A66,NA,606
A70,NA,405
A72,NA,700
A73,NA,649
A76,NA,526
A83,NA,685
A85,NA,710
A88,NA,606
A90,NA,668
A95,NA,280
A97,NA,572
A98,NA,670
B12,NA,777
B16,NA,734
B28,NA,563
B30,NA,682
B34,NA,458
B39,NA,736
B42,NA,692
B45,NA,762
B49,NA,655
B55,NA,693
B61,NA,747
B70,NA,674
B71,NA,584
B78,NA,603
B83,NA,643
B88,NA,724
B91,NA,562
B93,NA,759
C03,NA,757
C10,NA,738
C13,NA,526
C15,NA,604
C16,NA,633
C25,NA,693
C30,594,838
C31,NA,724
C34,NA,649
C36,NA,861
C38,594,7L
C40,NA,692
C42,NA,655
C49,NA,686
C50,NA,562
C51,NA,759
C52,NA,829
C57,NA,633
C58,NA,802
C60,NA,851
C61,NA,604
C62,NA,587
C63,NA,777
C69,NA,757
C75,NA,670
C77,NA,846
C78,NA,710
C80,NA,606
C83,NA,668
C86,NA,854
C91,NA,458
C95,NA,685
C99,NA,674
D08,NA,584
D12,NA,572
D17,NA,405
D21,NA,700
D27,NA,682
D33,NA,603
D34,831,643
D50,NA,747
D56,NA,563
D59,NA,526
D64,NA,736
D67,NA,832
D68,708,844
D70,NA,751
D74,NA,898
D80,NA,587
D83,NA,971
D85,NA,941
D86,NA,802
D88,NA,747
D97,NA,777
E00,642,909
E01,NA,526
E07,NA,649
E10,NA,700
E11,NA,686
E12,NA,759
E13,NA,562
E18,NA,857
E21,NA,682
E25,NA,563
E43,NA,757
E48,NA,936
E50,NA,603
E61,594,503
E65,NA,929
E78,NA,812
E80,NA,734
E83,NA,643
E84,NA,859
E87,NA,870
E88,NA,633
E93,658,668
E96,NA,670
E97,708,965
E98,NA,846
F00,689,710
F04,NA,606
F06,NA,966
F10,NA,584
F16,NA,458
F19,NA,931
F20,NA,692
F22,m637,937
F23,NA,693
F38,NA,572
F41,NA,908
F47,NA,736
F50,NA,751
F53,717,857
F57,NA,643
F59,NA,859
F67,NA,832
F74,NA,931
F75,NA,693
F76,NA,700
F82,NA,812
F87,NA,979
F90,NA,649
F96,NA,685
F97,NA,655
F99,NA,984
G01,NA,909
G06,NA,587
G09,647,952
G10,NA,A47
G13,381,A26
G14,NA,633
G16,NA,829
G23,NA,777
G24,NA,941
G25,NA,526
G26,NA,898
G27,647,604
G28,NA,854
G29,NA,747
G37,NA,A67
G38,NA,606
G40,NA,670
G41,NA,A27
G42,NA,692
G46,NA,633
G49,NA,813
G54,NA,A00
G56,NA,A07
G61,NA,A58
G64,NA,844
G65,NA,668
G70,NA,A38
G76,NA,757
G77,NA,936
G81,708,405
G89,NA,562
G92,NA,682
H05,NA,870
H08,NA,458
H17,NA,918
H18,NA,686
H25,NA,A03
H26,NA,603
H35,NA,C19
H40,NA,674
H45,NA,971
H47,NA,898
H48,NA,587
H49,NA,604
H51,NA,633
H58,NA,909
H59,NA,941
H65,NA,829
H67,NA,931
H70,NA,929
H76,NA,B63
H77,NA,987
H78,NA,965
H80,NA,710
H81,NA,966
H82,NA,A65
H84,NA,572
H87,NA,A58
H88,NA,584
H89,632,930
H96,NA,952
H97,NA,693
I00,NA,747
i0013A,NA,13A
i0074H,NA,74H
i00K07,NA,K07
i00L48,NA,L48
i00O54,NA,O54
i00O56,NA,O56
i00V82,NA,V82
i00X78,NA,X78
i00X86,NA,X86
i0155A,NA,55A
I0161A,NA,61A
i01G80,NA,G80
i01J01,NA,J01
i01K07,NA,K07
i01K79,NA,K79
i01L97,NA,L97
i01O56,NA,O56
i01O70,NA,O70
i01R64,NA,R64
i01T28,NA,T28
i01V04,NA,V04
i01V82,NA,V82
i01X78,NA,X78
i01Z73,NA,Z73
I02,NA,777
i0274H,NA,74H
i0281B,NA,81B
i02G68,NA,G68
i02I70,NA,I70
i02J85,NA,J85
i02K07,NA,K07
i02K81,NA,K81
i02L84,NA,L84
i02L97,NA,L97
i02O56,NA,O56
i02O70,NA,O70
i02R64,NA,R64
i02R74,NA,R74
i02V04,NA,V04
i02V82,NA,V82
i02X78,NA,X78
i02Z73,NA,Z73
i0313A,NA,13A
i0339A,NA,39A
i0353B,NA,53B
i0361A,NA,61A
i0368J,NA,68J
i0379C,NA,79C
i03J01,NA,J01
i03J91,NA,J91
i03K79,NA,K79
i03R59,NA,R59
i03T86,NA,T86
i03X86,NA,X86
I0439A,NA,39A
I0453B,NA,53B
I0461A,NA,61A
I04D69,NA,D69
i04J01,NA,J01
I04K81,NA,K81
I04N86,NA,N86
I04T86,NA,T86
I0561A,NA,61A
I0574H,NA,74H
I05N86,NA,N86
I05R59,NA,R59
I05Z15,NA,Z15
I06,NA,B04
I0668J,NA,68J
I08J91,NA,J91
I08O55,NA,O55
I09,NA,B65
I0913A,NA,13A
I0955A,NA,55A
I0979C,NA,79C
I09Z15,NA,Z15
I1055A,NA,55A
I1057H,NA,57H
I1061A,NA,61A
I1079C,NA,79C
I1081B,NA,81B
I14,NA,A47
I19,NA,A86
I24,NA,692
I28,NA,844
I31,NA,B60
I32,647,526
I33,NA,A26
I38,NA,633
I42,NA,747
I44,NA,692
I53,NA,B65
I55,NA,898
I67,632,725
I69,NA,693
I74,NA,844
I76,NA,966
i76523,NA,523
i77280,NA,280
i77572,NA,572
i78604,NA,604
I79,NA,846
i79670,NA,670
I80,NA,E95
i80587,NA,587
i80685,NA,685
I81,NA,587
i81280,NA,280
i81738,NA,738
i81762,NA,762
i81812,NA,812
I82,NA,710
i82674,NA,674
i82724,NA,724
i82736,NA,736
i82813,NA,813
i82918,NA,918
I83,NA,674
i83674,NA,674
i83710,NA,710
i83734,NA,734
i83846,NA,846
i83861,NA,861
i83929,NA,929
i83965,NA,965
i83966,NA,966
i83987,NA,987
i83A13,NA,A13
i83A28,NA,A28
i84458,NA,458
i84562,NA,562
i84563,NA,563
i84606,NA,606
i84649,NA,649
i84655,NA,655
i84685,NA,685
i84700,NA,700
i84759,NA,759
i84813,NA,813
i84854,NA,854
i84861,NA,861
i84908,NA,908
i84918,NA,918
i84937,NA,937
i84979,NA,979
i84A07,NA,A07
i84A13,NA,A13
i84A24,NA,A24
i84B08,NA,B08
i84B22,NA,B22
i84B66,NA,B66
i84B87,NA,B87
i84B92,NA,B92
i84C04,NA,C04
I85,NA,777
i85526,NA,526
i85604,NA,604
i85909,NA,909
i85A47,NA,A47
i85C26,NA,C26
i85D51,NA,D51
i85D69,NA,D69
i86572,NA,572
i86587,NA,587
i86A26,NA,A26
i86B56,NA,B56
i86D77,NA,D77
i86D87,NA,D87
I87,NA,931
i87A65,NA,A65
i87C39,NA,C39
i87D69,NA,D69
i87D81,NA,D81
I88,NA,929
i88692,NA,692
i88G68,NA,G68
i88H61,NA,H61
i89584,NA,584
i89674,NA,674
i89693,NA,693
i89846,NA,846
i89941,NA,941
i89966,NA,966
i89A26,NA,A26
i89A47,NA,A47
i89B04,NA,B04
i89B63,NA,B63
i89C19,NA,C19
i89D09,NA,D09
i89D51,NA,D51
i89D77,NA,D77
i89D87,NA,D87
i89D90,NA,D90
i89D99,NA,D99
i89E66,NA,E66
i89F14,NA,F14
i89G12,NA,G12
i89G30,NA,G30
i89G47,NA,G47
i89H36,NA,H36
i89H41,NA,H41
i89H61,NA,H61
i89H75,NA,H75
i89I98,NA,I98
i89J20,NA,J20
i89J30,NA,J30
I90,NA,952
i90587,NA,587
i90693,NA,693
i90952,NA,952
i90A47,NA,A47
i90B60,NA,B60
i90B68,NA,B68
i90D90,NA,D90
i90D99,NA,D99
i90F02,NA,F02
i90F14,NA,F14
i90F29,NA,F29
i90F83,NA,F83
i90G12,NA,G12
i90H38,NA,H38
i90H41,NA,H41
i90H61,NA,H61
i90I12,NA,I12
i90I34,NA,I34
i90I73,NA,I73
i90I91,NA,I91
i90J12,NA,J12
i90J20,NA,J20
i90J42,NA,J42
i91405,NA,405
i91587,NA,587
i91633,NA,633
i91710,NA,710
i91844,NA,844
i91898,NA,898
i91965,NA,965
i91966,NA,966
i91A27,NA,A27
i91A58,NA,A58
i91A65,NA,A65
i91A67,NA,A67
i91A86,NA,A86
i91B66,NA,B66
i91D16,NA,D16
i91D92,NA,D92
i91E95,NA,E95
i91F07,NA,F07
i91F29,NA,F29
i91G39,NA,G39
i91G82,NA,G82
i91H74,NA,H74
i91I01,NA,I01
i91I04,NA,I04
i91I07,NA,I07
i91I10,NA,I10
i91I27,NA,I27
i91I70,NA,I70
i91J12,NA,J12
i91J20,NA,J20
i91J25,NA,J25
i91J78,NA,J78
i91K07,NA,K07
i91K43,NA,K43
i91K46,NA,K46
i91L45,NA,L45
i91L47,NA,L47
i92526,NA,526
i92572,NA,572
i92633,NA,633
i92693,NA,693
i92710,NA,710
i92966,NA,966
i92A67,NA,A67
i92A86,NA,A86
i92B66,NA,B66
i92C39,NA,C39
i92D16,NA,D16
i92E95,NA,E95
i92F02,NA,F02
i92F07,NA,F07
i92F29,NA,F29
i92F30,NA,F30
i92F83,NA,F83
i92G39,NA,G39
i92G82,NA,G82
i92H57,NA,H57
i92I03,NA,I03
i92I04,NA,I04
i92I05,NA,I05
i92I07,NA,I07
i92I10,NA,I10
i92I11,NA,I11
i92I27,NA,I27
i92I65,NA,I65
i92I70,NA,I70
i92I72,NA,I72
i92I95,NA,I95
i92J25,NA,J25
i92J97,NA,J97
i92K43,NA,K43
i92K46,NA,K46
i92K81,NA,K81
i92L51,NA,L51
i92O02,NA,O02
i92O54,NA,O54
i93405,NA,405
i93747,NA,747
i93C39,NA,C39
i93D81,NA,D81
i93G04,NA,G04
i93H56,NA,H56
i93I22,NA,I22
i93I34,NA,I34
i93I58,NA,I58
i93I59,NA,I59
i93K46,NA,K46
i93K48,NA,K48
