Find,ID,Year,Group,sdb.ra,vig.ra,sex,age,rank,rank2,rc,outdeg.grm,indeg.grm,eigen.pr,betw.pr,outdeg.agg,indeg.agg
94S|2016,94S,2016,HH,15.4,191.63,Female,13.7,36.6667,87.8049,0.539393763,0.618,0.654,0.067,0.031,0.005,0
9O0|2016,9O0,2016,HH,35.32,265.49,Male,3.8,50,,,,,,,,
4L8|2016,4L8,2016,HH,10.39,171.51,Female,5.9,50,,,,,,,,
5P6|2016,5P6,2016,HH,48.48,218.18,Female,3.8,50,97.561,0.801918979,,,,,,
41N|2016,41N,2016,HH,11.74,201.06,Male,16.5,,65.2174,0.52173913,,,,,,
06O|2016,06O,2016,V,47.06,181.51,Male,16,43.9024,98.0769,0.552991238,0,0,0.015,0.002,0.003,0
0G1|2016,0G1,2016,V,20.36,142,Male,8.2,41.4634,86.5385,0.863227101,0.086,0,0.004,0,0,0.008
0I9|2016,0I9,2016,V,41.77,222.45,Male,6.4,19.5122,19.2308,0.739227344,0.113,0,0.01,0.01,0,0.002
0J4|2016,0J4,2016,V,18.8,179.25,Male,6.4,82.9268,69.2308,0.837276562,3.139,1.428,0.004,0.001,0.01,0
12E|2016,12E,2016,V,21.11,167.64,Male,21,51.2195,76.9231,0.62844578,0.335,1.088,0.045,0.017,0.01,0
14E|2016,14E,2016,V,15.48,144.1,Female,21.2,100,87.5,0.785921842,0.723,0.866,0.026,0.004,0.013,0
1G1|2016,1G1,2016,V,48.35,169.21,Female,7.3,76.1905,82.5,0.832293097,2.318,1.034,0.038,0.081,0.002,0.012
1K2|2016,1K2,2016,V,20.52,146.89,Female,6.3,11.9048,7.5,0.72804258,2.624,2.5,0.044,0.026,0,0.01
30Z|2016,30Z,2016,V,15.18,179.88,Male,12.3,50,3.8462,0.779542393,,,,,,
3I9|2016,3I9,2016,V,26.26,187.69,Male,6.3,39.0244,96.1538,0.672027751,1.952,0.157,0.004,0.004,0.005,0.002
4C5|2016,4C5,2016,V,22.27,169.38,Female,10.2,23.8095,5,0.794173585,0.504,0.269,0.044,0.125,0.002,0.01
4G8|2016,4G8,2016,V,37.03,162.07,Male,7.3,58.5366,61.5385,0.833594599,0,0,0.022,0.013,0.004,0
5B0|2016,5B0,2016,V,17.95,168.39,Male,10.1,24.3902,11.5385,0.821504367,0,0,0.022,0.034,0.004,0.004
5E8|2016,5E8,2016,V,13.9,156.91,Female,8.1,66.6667,27.5,0.734497442,0.147,0.356,0.026,0.053,0.004,0.004
5I3|2016,5I3,2016,V,34.12,195.64,Male,6.3,9.7561,28.8462,0.552334616,1.366,0,0.028,0.038,0.002,0.009
5I5|2016,5I5,2016,V,35.87,245.55,Male,6.4,7.3171,23.0769,0.78246702,0.157,0,0.004,0.001,0,0.004
7A2|2016,7A2,2016,V,25.95,177.96,Male,11.4,85.3659,67.3077,0.846490047,1.229,1.191,0.03,0.013,0.01,0.004
7F5|2016,7F5,2016,V,43.7,225.8,Male,8.2,34.1463,36.5385,0.819603149,1.94,0,0.01,0.013,0.006,0.012
85T|2016,85T,2016,V,23.09,188.96,Female,12.3,16.6667,12.5,0.69383613,2.47,0.399,0.021,0.016,0,0.004
9C1|2016,9C1,2016,V,9.97,130.9,Female,9.3,88.0952,57.5,0.687677295,0.047,0.097,0.022,0.023,0.013,0.004
9E8|2016,9E8,2016,V,33.05,159.36,Female,8,42.8571,45,0.836902113,0.474,1.676,0.026,0.011,0.006,0.004
0F0|2016,0F0,2016,V,50.25,186.64,Female,8.2,97.619,95,0.779896447,3.662,1.273,0.02,0.001,0.008,0.002
0K0|2016,0K0,2016,V,31.86,178.31,Female,6.3,14.2857,55,0.609432638,,,,,,
12O|2016,12O,2016,V,14.03,149.63,Male,16.3,75.6098,78.8462,0.871654051,0.287,1.211,0.008,0,0.014,0.004
13H|2016,13H,2016,V,22.28,167.81,Female,19.1,71.4286,67.5,0.5564096,,,,,,
18I|2016,18I,2016,V,41.03,239.05,Male,18,100,75,0.873677389,1.488,2.511,0.039,0.038,0.01,0
1B0|2016,1B0,2016,V,22.98,168.79,Female,11.2,33.3333,32.5,0.787052156,2.413,3.511,0.02,0.06,0,0.006
1G0|2016,1G0,2016,V,22.06,175.74,Female,7.3,35.7143,37.5,0.722598814,0,1.535,0.008,0.004,0.002,0.012
1G4|2016,1G4,2016,V,41.01,194.61,Female,7.4,9.5238,17.5,0.780314983,1.205,2.445,0.032,0.04,0.002,0.006
1I5|2016,1I5,2016,V,32.33,224.39,Female,6.4,4.7619,65,0.520441885,1.689,0.888,0.016,0.009,0,0.004
1K1|2016,1K1,2016,V,20.32,153.29,Female,6.3,85.7143,90,0.765410119,,,,,,
25R|2016,25R,2016,V,35.09,169.7,Male,14.2,73.1707,82.6923,0.813176792,0.295,0.358,0.016,0.022,0.002,0.002
2G2|2016,2G2,2016,V,23.14,179.94,Female,7.3,73.8095,85,0.765489111,0.102,0.992,0.012,0.007,0.004,0.01
2G3|2016,2G3,2016,V,11.94,109.45,Female,7.3,57.1429,30,0.552509792,0.754,0.08,0.016,0.001,0.002,0.006
2G4|2016,2G4,2016,V,29.21,133.01,Female,7.2,78.5714,52.5,0.836270187,1.79,0.203,0.037,0.038,0.008,0.006
2H6|2016,2H6,2016,V,,,Male,7.3,50,,,,,,,,
3D9|2016,3D9,2016,V,26.14,162.24,Female,9.1,21.4286,22.5,0.768353693,1.84,2.285,0.036,0.056,0.004,0.012
45Z|2016,45Z,2016,V,18.67,140.02,Female,11.2,50,47.5,0.832669558,0.373,2.977,0.008,0.006,0.006,0.006
4D3|2016,4D3,2016,V,36.22,196.85,Male,9.4,21.9512,5.7692,0.802159329,0,0,0.002,0,0,0.004
4E2|2016,4E2,2016,V,23.5,151.45,Male,8.3,70.7317,51.9231,0.857550489,0.986,4.108,0.042,0.002,0.01,0.002
4J4|2016,4J4,2016,V,15.19,171.85,Female,6.4,38.0952,72.5,0.610010689,,,,,,
78I|2016,78I,2016,V,20.99,155.61,Female,18.2,80.9524,100,0.831465296,2.918,1.016,0.049,0.016,0.006,0
8D8|2016,8D8,2016,V,26.48,154.39,Male,9.3,31.7073,25,0.778789937,0.967,0.227,0.008,0,0.002,0.004
98K|2016,98K,2016,V,28.67,154.05,Male,16.9,97.561,73.0769,0.915340792,1.332,2.136,0.037,0.068,0.006,0
9I9|2016,9I9,2016,V,27.54,157.75,Male,6.4,26.8293,13.4615,0.78541553,0,1.366,0,0,0.002,0
00V|2016,00V,2016,V,11.22,132.5,Female,12.2,69.0476,50,0.836065041,3.277,3.659,0.071,0.15,0.004,0.016
15E|2016,15E,2016,V,17.04,149.36,Female,21,47.619,80,0.562222552,0.165,1.696,0.028,0.011,0,0
19T|2016,19T,2016,V,66.01,149.45,Male,13.3,60.9756,57.6923,0.834256009,1.183,1.174,0.026,0.018,0.006,0.004
1G6|2016,1G6,2016,V,16.35,131.26,Female,7.4,64.2857,42.5,0.841086823,1.312,1.272,0.03,0.037,0.004,0.012
1I6|2016,1I6,2016,V,12.5,131.84,Female,6.3,2.381,35,0.720248414,0,2.418,0.022,0.032,0.002,0.014
1I7|2016,1I7,2016,V,24.99,167.86,Female,6.4,54.7619,15,0.770709844,,,,,,
2E4|2016,2E4,2016,V,17.48,170.23,Female,9.4,95.2381,75,0.825869518,1.546,2.057,0.055,0.054,0.017,0.002
32Z|2016,32Z,2016,V,35.06,189.99,Male,12,53.6585,88.4615,0.868116003,0.707,1.491,0.014,0.012,0.016,0.004
3H0|2016,3H0,2016,V,24.2,163.5,Female,7.2,28.5714,20,0.58969954,2.381,0.677,0.03,0.057,0,0.004
3I6|2016,3I6,2016,V,38.09,160.99,Male,6.4,56.0976,59.6154,0.841245221,0,0.715,0.004,0.006,0.004,0.006
3J7|2016,3J7,2016,V,24.78,204.92,Male,6.3,65.8537,46.1538,0.880443806,0.47,0,0.008,0.004,0.01,0.012
47Z|2016,47Z,2016,V,22.88,162.46,Female,11.3,59.5238,62.5,0.552772982,1.407,1.158,0.022,0.03,0.002,0.008
4C9|2016,4C9,2016,V,11.47,165.35,Female,10.2,61.9048,77.5,0.771846124,1.403,0.23,0.008,0.009,0.002,0.004
51A|2016,51A,2016,V,29.15,167.79,Male,23.2,80.4878,71.1538,0.898237556,0.785,1.316,0.038,0.006,0.004,0.004
51Z|2016,51Z,2016,V,20.64,148.28,Female,11.3,7.1429,2.5,0.793519037,2.06,1.094,0.033,0.073,0.002,0.012
52Z|2016,52Z,2016,V,9.56,109.94,Female,11.3,90.4762,60,0.70441083,1.503,1.535,0.038,0.027,0.004,0
53Z|2016,53Z,2016,V,10.55,96.04,Female,11.3,83.3333,92.5,0.831542802,0,0.705,0.041,0.049,0.008,0.004
5C6|2016,5C6,2016,V,29.09,125.76,Female,10.2,92.8571,97.5,0.761310107,,,,,,
77I|2016,77I,2016,V,26.42,140.25,Male,18.1,68.2927,84.6154,0.878578104,0,0,0.024,0.038,0.006,0.004
81O|2016,81O,2016,V,37,158.77,Male,15.3,95.122,80.7692,0.843749656,0.218,0.33,0.012,0.002,0.004,0.002
93T|2016,93T,2016,V,22.15,166.15,Female,12.2,52.381,10,0.787131335,1.897,0.45,0.02,0.012,0.002,0.014
T03|2016,T03,2016,V,24.94,149.66,Female,27,26.1905,40,0.696421599,1.077,0.203,0.008,0.003,0.002,0.004
1B1|2016,1B1,2016,V,45,271.58,Male,11.3,46.3415,50,0.795831554,0.109,0,0.012,0.004,0.006,0.004
2I3|2016,2I3,2016,V,22.87,123.93,Male,6.4,30.9524,9.6154,0.829329264,2.551,1.724,0.03,0.026,0,0.004
33T|2016,33T,2016,V,33.11,162.69,Male,13.2,92.6829,48.0769,0.791266186,1.18,0.745,0.02,0.041,0.008,0.008
5E6|2016,5E6,2016,V,25.04,242.7,Male,8.4,48.7805,63.4615,0.837065567,4.271,5.561,0.01,0.001,0.027,0.008
61R|2016,61R,2016,V,25.61,186.23,Male,14.2,78.0488,94.2308,0.897839166,1.622,1.061,0.027,0.015,0.006,0
90T|2016,90T,2016,V,23.95,194.08,Female,12.2,40.4762,25,0.694520519,,,,,,
98J|2016,98J,2016,V,18.55,171.36,Female,17.2,19.0476,70,0.528462819,1.674,2.301,0.036,0.01,0.002,0.006
04T|2016,04T,2016,V,28.87,146.53,Male,13.3,29.2683,44.2308,0.816969789,0,0,0.02,0.008,0.006,0.002
0E3|2016,0E3,2016,V,29.35,146.73,Male,9.3,87.8049,65.3846,0.781605086,0,0,0.012,0,0.002,0.006
7C4|2016,7C4,2016,V,31.38,141.8,Female,10.3,45.2381,,,0.563,0.509,0.032,0.033,0.004,0.004
2F8|2016,2F8,2016,V,53.63,194.28,Male,8.4,14.6341,92.3077,0.796437334,0,0.057,0.026,0.011,0.008,0
1F2|2016,1F2,2016,V,23.5,185.07,Male,8.3,17.0732,30.7692,0.702579973,0,0,0.012,0.004,0.004,0.002
28B|2016,28B,2016,V,11.41,128.6,Male,23.2,50,40.3846,0.821857228,,,,,,
5J1|2016,5J1,2016,V,37.97,274.84,Male,6.6,63.4146,55.7692,0.849212429,,,,,,
36V|2016,36V,2016,V,47.32,303.21,Male,12.6,12.1951,21.1538,0.820383493,0,0,0.006,0,0.004,0
9E3|2016,9E3,2016,V,227.03,308.11,Male,8.5,50,26.9231,0.752264037,,,,,,
00V|2015,00V,2015,V,15.69,149.95,Female,11.2,76.3158,44.7368,0.893932918,10.892,5.386,0.034,0.167,0.014,0.004
06O|2015,06O,2015,V,31.3,156.51,Male,15.1,61.3636,60.9756,0.962290046,0.074,0,0.002,0.002,0.008,0
13H|2015,13H,2015,V,17.78,133.03,Female,18.1,50,2.6316,0.933907626,,,,,,
15E|2015,15E,2015,V,27.6,137.49,Female,20.1,65.7895,76.3158,0.854572152,0.299,5.194,0.424,0.018,0.008,0.011
1G6|2015,1G6,2015,V,14.7,205.28,Female,6.4,52.6316,26.3158,0.860589286,2.465,0.61,0.017,0.036,0.004,0.004
2E4|2015,2E4,2015,V,17.34,167.12,Female,8.4,89.4737,71.0526,0.815161026,4.704,5.752,0.046,0.006,0.004,0.004
2G4|2015,2G4,2015,V,18.97,169.35,Female,6.2,73.6842,81.5789,0.880292024,5.438,7.78,0.03,0.036,0.011,0.004
2H6|2015,2H6,2015,V,35.05,246.22,Male,6.4,6.8182,2.439,0.844114759,0,0,0,0,0,0
30J|2015,30J,2015,V,14.85,160.77,Female,17,78.9474,78.9474,0.815262083,2.344,0.124,0.046,0.003,0.004,0.007
31I|2015,31I,2015,V,15.87,178.99,Male,17.1,79.5455,87.8049,0.880574008,,,,,,
3H0|2015,3H0,2015,V,27.64,203.97,Female,6.3,18.4211,28.9474,0.858488187,7.653,5.694,0.002,0.037,0.004,0.004
45Z|2015,45Z,2015,V,19.93,178.98,Female,10.3,42.1053,89.4737,0.802279377,1.843,1.499,0.016,0.027,0,0.007
52Z|2015,52Z,2015,V,22.91,168.02,Female,10.4,55.2632,52.6316,0.844818241,0.888,2.083,0.022,0.028,0.004,0.018
5C6|2015,5C6,2015,V,25.16,161.13,Female,9.3,86.8421,92.1053,0.802583986,,,,,,
5E4|2015,5E4,2015,V,,,Male,7.3,18.1818,,,,,,,,
77I|2015,77I,2015,V,45.42,125.26,Male,17.1,81.8182,80.4878,0.875981848,2.35,3.294,0.203,0.025,0.019,0.007
7C4|2015,7C4,2015,V,32.26,151.3,Female,9.3,57.8947,47.3684,0.845297117,3.193,4.497,0.582,0.023,0.011,0.004
80T|2015,80T,2015,V,57.85,144.33,Male,12,34.0909,43.9024,0.93446649,,,,,,
81O|2015,81O,2015,V,28.07,189.47,Male,14.3,77.2727,82.9268,0.884899914,0,2.244,0.001,0.03,0.011,0.004
8D3|2015,8D3,2015,V,41.17,212.72,Male,8.3,4.5455,34.1463,0.810737441,,,,,,
90T|2015,90T,2015,V,23.83,218.65,Female,11.3,39.4737,39.4737,0.853865243,,,,,,
98K|2015,98K,2015,V,30.32,134.13,Male,15.9,93.1818,92.6829,0.903364263,2.005,3.915,0.009,0.042,0.029,0.004
0D3|2015,0D3,2015,V,62.01,162.57,Male,8.4,63.6364,63.4146,0.96546621,,,,,,
0F0|2015,0F0,2015,V,13.83,149.89,Female,7.3,92.1053,97.3684,0.894087,2.82,0.113,0.008,0,0.008,0
12O|2015,12O,2015,V,34.39,152.51,Male,15.3,84.0909,78.0488,0.877355812,2.123,5.022,0.016,0.015,0.004,0.007
18I|2015,18I,2015,V,29.24,178.36,Male,17.1,86.3636,97.561,0.893141023,3.914,3.51,0.019,0.079,0.033,0.004
1A6|2015,1A6,2015,V,24.38,162.64,Male,10.4,45.4545,56.0976,0.905018895,0,0,0,0,0,0.004
1B1|2015,1B1,2015,V,36.35,204.95,Male,10.3,52.2727,39.0244,0.897525617,2.654,5.061,0,0,0.018,0.007
1G0|2015,1G0,2015,V,24.31,215.57,Female,6.4,23.6842,21.0526,0.835243176,1.541,0.6,0,0.011,0.004,0.004
1G4|2015,1G4,2015,V,27.53,213.07,Female,6.5,2.6316,23.6842,0.886921165,5.082,4.383,0.011,0.075,0,0.015
2G3|2015,2G3,2015,V,14.69,167.35,Female,6.3,28.9474,42.1053,0.890664871,3.63,5.64,0.002,0.005,0.004,0.011
32Z|2015,32Z,2015,V,23.19,192.08,Male,11.1,68.1818,68.2927,0.95868,2.339,4.007,0.005,0.022,0.003,0.007
33T|2015,33T,2015,V,29.84,175.9,Male,12.2,75,70.7317,0.87748645,3.718,0.804,0.009,0.012,0,0
47Z|2015,47Z,2015,V,26.61,206.25,Female,10.4,31.5789,55.2632,0.859308386,5.425,2.404,0.004,0.005,0.004,0.012
4C9|2015,4C9,2015,V,16.93,194.69,Female,9.3,26.3158,13.1579,0.874845715,1.67,0.93,0.001,0.008,0,0.023
4E2|2015,4E2,2015,V,27.34,237.16,Male,7.4,65.9091,65.8537,0.956329574,2.223,6.077,0,0,0.004,0
51A|2015,51A,2015,V,20.17,109.46,Male,22.2,97.7273,95.122,0.864340896,0,2.469,0.086,0.061,0.004,0
51Z|2015,51Z,2015,V,17.72,140.3,Female,10.3,0,7.8947,0.933908183,1.32,4.064,0.012,0.019,0,0.022
5E8|2015,5E8,2015,V,16.08,140.3,Female,7.1,60.5263,50,0.85658602,1.287,2.171,0.021,0.027,0.008,0.015
78I|2015,78I,2015,V,20.68,138.01,Female,17.2,63.1579,100,0.526083135,7.081,7.792,0.094,0.034,0.007,0.004
81E|2015,81E,2015,V,15.96,190.45,Female,19.3,36.8421,36.8421,0.839591518,2.142,2.956,0.031,0.056,0.004,0.004
85T|2015,85T,2015,V,28.47,163.03,Female,11.3,5.2632,60.5263,0.578518563,4.749,6.15,0.01,0.026,0,0.004
98J|2015,98J,2015,V,32.18,160.9,Female,16.3,7.8947,5.2632,0.933932039,10.695,3.739,0.007,0.009,0.011,0.008
9C1|2015,9C1,2015,V,28.68,198.76,Female,8.4,81.5789,73.6842,0.828455711,0.09,0,0.005,0.001,0.007,0
T03|2015,T03,2015,V,25.01,154.8,Female,26,15.7895,10.5263,0.8811658,2.946,3.444,0,0,0,0.004
12E|2015,12E,2015,V,17.96,203.04,Male,20.1,95.4545,100,0.917367443,3.792,5.468,0.614,0.022,0.007,0
14E|2015,14E,2015,V,13.08,117.68,Female,20.2,100,94.7368,0.920178356,2.139,2.91,0.122,0.018,0.011,0
19T|2015,19T,2015,V,20.67,209.77,Male,12.3,40.9091,41.4634,0.899223951,0,0.233,0,0,0.004,0
1B0|2015,1B0,2015,V,14.61,177.81,Female,10.3,21.0526,15.7895,0.8610541,3.946,6.081,0.008,0.069,0.008,0.007
1F9|2015,1F9,2015,V,49.44,196.61,Male,7.5,47.7273,53.6585,0.926398967,,,,,,
1G1|2015,1G1,2015,V,27.91,186.24,Female,6.3,68.4211,63.1579,0.841179105,4.148,3.43,0.053,0.056,0.007,0.007
1G2|2015,1G2,2015,V,25.92,206.19,Female,6.4,84.2105,68.4211,0.841274119,0,3.698,0.025,0.039,0.008,0.007
1G8|2015,1G8,2015,V,,,Male,6.2,27.2727,,,,,,,,
25R|2015,25R,2015,V,28.98,246.08,Male,13.2,70.4545,75.6098,0.932223619,1.885,3.496,0.002,0.006,0.003,0.004
2G2|2015,2G2,2015,V,32.76,201.09,Female,6.4,34.2105,34.2105,0.847126441,1.824,1.062,0.061,0.062,0.008,0.011
3D9|2015,3D9,2015,V,11.47,222.82,Female,8.2,10.5263,18.4211,0.89608243,3.179,0.814,0.002,0.039,0.008,0.023
40Z|2015,40Z,2015,V,16.64,152.94,Female,11.2,94.7368,86.8421,0.670656056,,,,,,
4C3|2015,4C3,2015,V,34.2,180.77,Male,9.2,56.8182,46.3415,0.933964505,,,,,,
4D3|2015,4D3,2015,V,38.26,217.43,Male,8.4,11.3636,9.7561,0.883274789,1.39,1.32,0.002,0,0,0.004
53Z|2015,53Z,2015,V,15.91,159.66,Female,10.3,71.0526,84.2105,0.880689819,0.124,3.855,0.036,0.066,0.004,0.004
5E6|2015,5E6,2015,V,42.3,179.16,Male,7.4,59.0909,51.2195,0.933408991,4.487,0.921,0.012,0.013,0.011,0.007
61D|2015,61D,2015,V,35.68,104.14,Male,20,72.7273,58.5366,0.613102384,,,,,,
61R|2015,61R,2015,V,10.19,185.38,Male,13.2,90.9091,90.2439,0.906863066,6.406,2.327,0.048,0.02,0.018,0
7F5|2015,7F5,2015,V,25.7,243.56,Male,7.3,31.8182,7.3171,0.795228974,0,0,0.002,0,0,0.004
93T|2015,93T,2015,V,23.28,173.5,Female,11.3,44.7368,65.7895,0.57838872,8.257,0.524,0.019,0.007,0,0.015
9D7|2015,9D7,2015,V,58.4,251.34,Male,8.4,43.1818,21.9512,0.860907356,0,0,0,0,0.004,0.007
4C5|2015,4C5,2015,V,18.97,164.17,Female,9.2,13.1579,31.5789,0.858614729,3.806,1.956,0.015,0.028,0.004,0.011
4G8|2015,4G8,2015,V,33.08,180.18,Male,6.4,22.7273,36.5854,0.853663286,1.067,0.203,0,0,0,0
73V|2015,73V,2015,V,20.75,110.35,Male,11.3,88.6364,85.3659,0.880105004,7.26,3.287,0.08,0.015,0.011,0
8A7|2015,8A7,2015,V,48.33,136.11,Male,10.3,54.5455,48.7805,0.92366565,,,,,,
9E8|2015,9E8,2015,V,35.62,167.08,Female,7.1,47.3684,57.8947,0.85490073,0.861,8.257,0.051,0.01,0.011,0.019
8C9|2015,8C9,2015,V,43.25,205.1,Male,8.4,20.4545,31.7073,0.8432173,,,,,,
0G1|2015,0G1,2015,V,24.73,230.28,Male,7.4,36.3636,4.878,0.801328111,,,,,,
30Z|2015,30Z,2015,V,46.43,142.97,Male,11.5,50,29.2683,0.862402584,,,,,,
37N|2015,37N,2015,V,16.67,195.73,Male,15.2,9.0909,73.1707,0.521679389,,,,,,
0E3|2015,0E3,2015,V,46.84,119.45,Male,8.5,29.5455,19.5122,0.861707911,,,,,,
36S|2015,36S,2015,V,17.88,301.59,Male,13.7,25,,,,,,,,
7A2|2015,7A2,2015,V,9.99,171.01,Male,10.9,15.9091,12.1951,0.821352179,,,,,,
04T|2015,04T,2015,V,45.41,207.57,Male,12.8,0,,,,,,,,
0M6|2017,0M6,2017,KK,3.27,163.34,Female,5.854794521,,,,,,,,,
0R2|2017,0R2,2017,KK,24.74,309.28,Male,3.819178082,,,,,,,,,
1C5|2017,1C5,2017,KK,29.77,182.33,Female,11.65479452,,2.325581395,0.696765937,1.122,2.968,0.055,0.003,0,0.009
1C7|2017,1C7,2017,KK,29.18,233.47,Female,11.56712329,,20.93023256,0.648624607,1.259,2.79,0.144,0.017,0.009,0
1L1|2017,1L1,2017,KK,9.63,244.62,Female,6.723287671,,37.20930233,0.569568894,3.339,0.29,0.083,0.015,0,0
1M8|2017,1M8,2017,KK,16.21,189.84,Male,5.701369863,,,,,,,,,
1O9|2017,1O9,2017,KK,15.45,185.41,Female,4.695890411,,,,,,,,,
1P5|2017,1P5,2017,KK,24.7,123.5,Male,4.819178082,,,,,,,,,
24V|2017,24V,2017,KK,13.16,204.02,Female,13.5260274,,97.6744186,0.752633735,9.184,1.453,0.177,0.014,0.017,0.008
2O4|2017,2O4,2017,KK,14.57,162.41,Male,4.97260274,,,,,,,,,
3F5|2017,3F5,2017,KK,13.98,225.44,Female,9.526027397,,27.90697674,0.602542067,3.785,2.286,0.052,0.004,0,0.018
3G3|2017,3G3,2017,KK,13.87,157.56,Female,8.761643836,,6.976744186,0.674160391,0,1.969,0.11,0.007,0,0
3M3|2017,3M3,2017,KK,25.14,261.45,Male,5.723287671,,,,,,,,,
3R0|2017,3R0,2017,KK,3.65,131.57,Female,3.830136986,,,,,,,,,
44V|2017,44V,2017,KK,8.93,134,Female,13.34520548,,48.8372093,0.533823695,3.701,2.052,0.111,0.034,0,0.009
4M0|2017,4M0,2017,KK,21.52,224.42,Male,5.819178082,,,,,,,,,
4R4|2017,4R4,2017,KK,13.52,154.17,Female,3.78630137,,,,,,,,,
5J3|2017,5J3,2017,KK,5.14,195.32,Male,7.668493151,,6.25,0.810006781,0,0,0.05,0.002,0,0.025
5M5|2017,5M5,2017,KK,16.63,112.24,Female,5.791780822,,,,,,,,,
64S|2017,64S,2017,KK,7.66,114.86,Male,14.64657534,,68.75,0.776505353,0,0,0.042,0.008,0,0
6A9|2017,6A9,2017,KK,19.14,200.5,Male,12.50958904,,75,0.622064783,2.052,2.052,0.049,0.005,0.017,0
6C2|2017,6C2,2017,KK,20.2,163.25,Female,11.69863014,,30.23255814,0.671030857,7.099,7.52,0.088,0.009,0.008,0
6D4|2017,6D4,2017,KK,11.45,152.29,Female,10.67671233,,25.58139535,0.592014347,5.017,5.017,0.058,0.008,0.009,0.018
6K6|2017,6K6,2017,KK,12.64,149.56,Female,6.778082192,,55.81395349,0.533042704,1.109,0,0.07,0.008,0,0
6L1|2017,6L1,2017,KK,12.28,163.7,Female,6.769863014,,34.88372093,0.660578681,0,0.356,0.132,0.02,0,0.017
6L3|2017,6L3,2017,KK,12.49,159.19,Male,6.720547945,,18.75,0.747473153,0,0,0.097,0.008,0,0.009
6L4|2017,6L4,2017,KK,27.07,221.37,Male,6.747945205,,31.25,0.715697405,0.448,0.448,0.079,0.003,0.034,0.008
6M7|2017,6M7,2017,KK,10.75,132.54,Female,5.821917808,,,,,,,,,
73Z|2017,73Z,2017,KK,14.12,159.2,Male,12.63287671,,56.25,0.716703236,0.356,4.618,0.042,0.002,0.018,0.025
76J|2017,76J,2017,KK,14.55,128.99,Female,18.41643836,,76.74418605,0.60447032,5.891,2.229,0.074,0.007,0.025,0
7F0|2017,7F0,2017,KK,15.57,189.62,Female,9.731506849,,11.62790698,0.68485057,1.936,0.979,0.091,0.004,0,0.017
7J7|2017,7J7,2017,KK,12.07,181.09,Female,7.742465753,,74.41860465,0.660547758,0.406,5.666,0.093,0.011,0,0.008
86Z|2017,86Z,2017,KK,17.05,145.89,Female,12.6630137,,53.48837209,0.69423327,3.017,4.634,0.204,0.022,0,0
8I9|2017,8I9,2017,KK,6.73,161.5,Female,7.736986301,,65.11627907,0.545355485,3.034,3.034,0.047,0.003,0,0
93O|2017,93O,2017,KK,23.04,104.83,Female,16.54520548,,39.53488372,0.568747985,7.319,7.319,0.2,0.021,0,0.018
97Z|2017,97Z,2017,KK,14.69,155.24,Male,12.62739726,,37.5,0.684601492,2.483,1.848,0.139,0.01,0.026,0
98Z|2017,98Z,2017,KK,12.68,115.9,Male,12.57260274,,25,0.684566485,1.3,1.3,0.027,0.005,0.008,0
99L|2017,99L,2017,KK,16.18,126.44,Male,17.55342466,,81.25,0.680810655,1.794,3.546,0.11,0.008,0,0.008
9H9|2017,9H9,2017,KK,17.14,171.43,Female,8.75890411,,9.302325581,0.673186116,3.089,1.337,0.088,0.006,0,0
9I8|2017,9I8,2017,KK,16.7,224.54,Female,7.791780822,,32.55813953,0.579358924,0.367,0.367,0.104,0.012,0,0.025
0J5|2017,0J5,2017,KK,25.69,170.33,Female,7.665753425,,23.25581395,0.615891937,0.126,0.407,0.111,0.01,0,0.018
0K8|2017,0K8,2017,KK,29.49,233.45,Female,7.569863014,,81.39534884,0.648943219,3.294,3.42,0.114,0.011,0,0.009
0Q5|2017,0Q5,2017,KK,23.9,256.93,Female,4.463013699,,,,,,,,,
11Z|2017,11Z,2017,KK,12.85,157.45,Male,13.6,,62.5,0.56227252,2.252,0,0.09,0.011,0.009,0
1O7|2017,1O7,2017,KK,40.7,140.87,Female,4.687671233,,,,,,,,,
1P0|2017,1P0,2017,KK,12.62,185.05,Female,4.684931507,,,,,,,,,
25P|2017,25P,2017,KK,19.73,133.44,Female,16.52876712,,16.27906977,0.650850697,0.126,3.176,0.139,0.019,0,0.008
27J|2017,27J,2017,KK,20.78,132.97,Male,19.47671233,,93.75,0.843224034,2.632,0,0.085,0.007,0.009,0
27N|2017,27N,2017,KK,17.16,155.72,Male,17.3890411,,,,,,,,,
2F2|2017,2F2,2017,KK,24.62,225.64,Female,9.578082192,,69.76744186,0.546372065,1.003,1.003,0.219,0.034,0.018,0
2J7|2017,2J7,2017,KK,20.93,184.88,Female,7.775342466,,83.72093023,0.69598057,7.718,13.208,0.159,0.028,0.017,0.02
3O3|2017,3O3,2017,KK,26.09,247.83,Male,4.742465753,,,,,,,,,
4D8|2017,4D8,2017,KK,16.64,154.71,Female,10.71780822,,93.02325581,0.693415458,0.14,0,0.085,0.005,0,0
4F1|2017,4F1,2017,KK,9.3,188.25,Female,9.671232877,,79.06976744,0.66011254,0.2,1.849,0.211,0.03,0.008,0
51J|2017,51J,2017,KK,8.68,144.64,Male,18.48767123,,50,0.591158887,1.971,5.439,0.11,0.009,0.009,0
56K|2017,56K,2017,KK,8.32,102.21,Male,18.44657534,,,,,,,,,
60R|2017,60R,2017,KK,12.1,184.46,Female,15.54246575,,72.09302326,0.672124319,5.972,5.972,0.194,0.025,0.008,0
